24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Card Name,Short Name,Types,Attack Type,Damage Type,Damage,Minimum Range,Range,Move Points,Duration,Trigger,Keep,Trigger Effect,Trigger 2,Keep 2,Trigger Effect 2,Text,Flavor Text,Play Text,Trigger Text,Trigger Attempt Text,Trigger Succeed Text,Trigger Fail Text,Trigger Text 2,Trigger Attempt Text 2,Trigger Succeed Text 2,Trigger Fail Text 2,Component1,Params1,Component2,Params2,Component3,Params3,Component4,Params4,Component5,Params5,Params,Plus Minus,Quality,Quality Warrior,Quality Priest,Quality Wizard,Quality Dwarf,Quality Elf,Quality Human,Rarity,Function Tags,Attachment Image,Status,Audio Key,Audio Key 2,Set,Level,Slots,Art,,,,,,,,
674,"Attack, Soldier!",Attack Soldier,Assist,Projectile,Sonic,,,5,,,,,,,,,"Create a Bludgeon card<br /><i>(4 Crushing damage, range 1)</i> and put it in target's hand.",Bludgeon a man and you take out one enemy. Teach a man to bludgeon...,<aia> *instructs* <ata> to attack!,,,,,,,,,TargetActorComponent,,DrawTempComponent,cardName=Bludgeon,,,,,,,,+,D,,,,,,,Common,Helpful,,Implemented,HORN,,0,,Human Skill,,,,,,,,,
675,"Block, Soldier!","Block, Soldier",Assist,Projectile,Sonic,,,5,,,,,,,,,"Create a Block card <i>(Block any, 4+)</i> and put it in target's hand.",Sometimes a friendly warning is all that's needed to avoid harm.,<aia> *instructs* <ata> to block!,,,,,,,,,TargetActorComponent,,DrawTempComponent,cardName=Block,,,,,,,,+,C,,,,,,,Uncommon,Helpful,,Implemented,HORN,,0,,Human Skill,,,,,,,,,
676,Pulverizing Bludgeon,P. Bludgeon,Attack,Melee,Crushing,14,,1,,,,,,,,,"If this Attack is blocked, do 6 Crushing damage to the target.","Parry, you say? Yeah, go ahead and try.",,,,,,,,,,TargetedDamageComponent,,DamageWhenBlockedComponent,targetDamage=6,,,,,,,,,AA,AA,A,B,,,,Rare,Harmful,,Implemented,BLUDGEON,,0,1,Weapon,Done,,,,,,,,
677,Pulverizing Hack,Pulverize Hack,Attack,Melee,Slashing,16,,1,,,,,,,,,"If this Attack is blocked, do 8 Crushing damage to the target.","Oh, sorry, was that your shield I smashed into tiny pieces?",,,,,,,,,,TargetedDamageComponent,,DamageWhenBlockedComponent,targetDamage=8,,,,,,,,,AAA,AAA,AA,A,,,,Rare,Harmful,,Implemented,CHOP,,0,1,Weapon,Done,,,,,,,,
678,Skillful Dodge,Skill. Dodge,"Move,Boost",,,,,,2,,4,0,Boost,,,,,Some creatures just dodge all day.,<aia> *hops about.*,"When targeted by an enemy Attack from the front, Move 1. <u>Keep</u>.",<tta> tries to dodge...,,but fails!,,,,,MoveOnTargetedComponent,movePoints=1;cardTypes=Attack;enemiesOnly,MoveComponent,,,,,,,,,,B,,,,,,,Rare,,,Implemented,RUN,DODGE,0,7,,Done,,,,,,,,
679,Devouring Touch,Dev. Touch,Attack,Melee,Unholy,3,,1,,,,,,,,,"For each point of damage this Attack does, <u>Heal 2</u>.",,<aia> *touches <ata> and heals up!*,,,,,,,,,TargetedDamageComponent,,HealOnDamageComponent,healPerDamage=2,,,,,,,,,C,,,,,,,Rare,Harmful,,Implemented,UNHOLY,,0,,,Done,,,,,,,,
680,Scan,,"Move,Attack",Projectile,Electrical,,,8,0,,,,,,,,"Turn clockwise. <u>Cone</u>. If any enemies are affected by this Attack, every other allied group draws a card and every other ally turns to face the affected enemies and may act again this round. <u>Free Action</u>.",,<aia> *scans for enemies*.,,,,,,,,,PivotComponent,clockwise,ConeComponent,dontPickFacing,ScanComponent,,,,,,enemyOccupantsOnly;noActionPoint,,B,,,,,,,Common,FixedScore,,Implemented,SCAN,,2,,,Done,,,,,,,,
681,Laser Barrage,,Attack,Projectile,Laser,10,,8,,,,,,,,,<u>Cone</u>. You may not turn when playing this Attack. This Attack only affects enemies.,,<aia> unleashes a *laser barrage*.,,,,,,,,,ConeComponent,dontPickFacing,DamageComponent,,,,,,,,enemyOccupantsOnly,,A,,,,,,,Common,Harmful,,Implemented,LASER,,2,,,Done,,,,,,,,
682,Reverse Scan,,"Move,Attack",Projectile,Electrical,,,8,,,,,,,,,"Turn counterclockwise. <u>Cone</u>. If any enemies are affected by this Attack, every other allied group draws a card and every other ally turns to face the affected enemies and may act again this round. <u>Free Action</u>.",,<aia> *scans for enemies*.,,,,,,,,,PivotComponent,anticlockwise,ConeComponent,dontPickFacing,ScanComponent,,,,,,enemyOccupantsOnly;noActionPoint,,B,,,,,,,Common,FixedScore,,Implemented,SCAN,,2,,,Done,,,,,,,,
683,Charge Up,,Assist,,,,,,0,,,,,,,,Change your facing. Create a Charged Laser Barrage card and put it in your hand. <u>Free Action</u>.,,<aia> *charges up for an attack*.,,,,,,,,,PivotComponent,,SelfTargetComponent,,DrawTempComponent,cardName=Charged Laser Barrage,,,,,noActionPoint,,A,,,,,,,Common,SimulateCard=Violent Laser Barrage,,Implemented,CHARGE,,2,,,Done,,,,,,,,
684,Charged Laser Barrage,,Attack,Projectile,Laser,15,,8,,,,,,,,,<u>Cone</u>. You may not turn when playing this Attack.<br /><u>Mandatory Action</u>.,,<aia> unleashes a *charged laser barrage*.,,,,,,,,,ConeComponent,dontPickFacing,DamageComponent,,,,,,,,mandatoryAction,,A,,,,,,,Common,FixedScore,,Implemented,LASER,,2,,,Done,,,,,,,,
685,Violent Laser Barrage,,Attack,Projectile,Laser,15,,8,,,,,,,,,<u>Cone</u>.,Burning with the reckless heat of a hundred suns.,<aia> unleashes a *violent laser barrage*.,,,,,,,,,ConeComponent,,DamageComponent,,,,,,,,,,AA,,,,,,,Common,Harmful,,Implemented,LASER,,2,,,Done,,,,,,,,
686,Radioactive Bite,,Attack,Melee,Radiation,3,,1,,,,,,,,,Target discards a random card. Create a random Handicap card and put it in target's hand.,,<aia> delivers a nasty *radioactive bite* to <ata>.,,,,,,,,,TargetedDamageComponent,,DiscardRandomlyComponent,,DrawRandomComponent,cardType=Handicap,,,,,,,C,,,,,,,Common,Harmful,,Implemented,BITE,,2,,,Done,,,,,,,,
687,Invisibility,,Boost,,,,,,,2,,,,,,,<u>Trait</u>. Attach this card to yourself. You may not be targeted. Duration 2.,"Ugly as it was, it was better when you could see  it.",<aia> is *invisible*.,,,,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,InvisibleComponent,,,,,,trait,,AA,,,,,,,Rare,,,Implemented,GENERIC_MAGIC,,2,,,Done,,,,,,,,
688,Adaptable,,Armor,,,,,,,,0,0,Boost,,,,,,,"When you take damage, create a new card that grants you <u>Immunity</u> to that damage type and attach it to yourself. <u>Keep</u>.<br /><i>""It is not the strongest that survives... it is the one most adaptable to change.""<br />- Charles Darwin.</i>",,<tta> *adapts* to the damage.,,,,,,AdaptComponent,inHand,,,,,,,,,unplayable,,B,,,,,,,Rare,,,Implemented,GOOD_TRAIT,BOOST,2,,,Done,,,,,,,,
689,Adapted to Crushing,Adapt. Crushing,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Crushing damage. Duration 2.,,<aia> is *immune to crushing* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Crushing;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
690,Adapted to Piercing,Adapt. Piercing,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Piercing damage. Duration 2.,,<aia> is *immune to piercing* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Piercing;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
691,Adapted to Slashing,Adapt. Slashing,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Slashing damage. Duration 2.,,<aia> is *immune to slashing* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Slashing;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
692,Adapted to Arcane,Adapt. Arcane,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Arcane damage. Duration 2.,,<aia> is *immune to arcane* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Arcane;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
693,Adapted to Electrical,Adapt. Electric,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Electrical damage. Duration 2.,,<aia> is *immune to electrical* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Electrical;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
694,Adapted to Acid,Adapt. Acid,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Acid damage. Duration 2.,,<aia> is *immune to acid* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Acid;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
695,Adapted to Fire,Adapt. Fire,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Fire damage. Duration 2.,,<aia> is *immune to fire* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Fire;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
696,Adapted to Cold,Adapt. Cold,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Cold damage. Duration 2.,,<aia> is *immune to cold* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Cold;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
697,Adapted to Sonic,Adapt. Sonic,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Sonic damage. Duration 2.,,<aia> is *immune to sonic* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Sonic;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
698,Adapted to Holy,Adapt. Holy,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Holy damage. Duration 2.,,<aia> is *immune to holy* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Holy;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
699,Adapted to Unholy,Adapt. Unholy,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Unholy damage. Duration 2.,,<aia> is *immune to unholy* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Unholy;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
700,Adapted to Poison,Adapt. Poison,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Poison damage. Duration 2.,,<aia> is *immune to poison* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Poison;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
701,Adapted to Psychic,Adapt. Psychic,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Psychic damage. Duration 2.,,<aia> is *immune to psychic* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Psychic;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
702,Adapted to Laser,Adapt. Laser,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Laser damage. Duration 2.,,<aia> is *immune to laser* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Laser;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
703,Adapted to Radiation,Adapt. Rad.,Boost,,,,,,,2,,,,,,,Attach this card to yourself. You are <u>Immune</u> to Radiation damage. Duration 2.,,<aia> is *immune to radiation* damage.,,,,,,,,,AttachToSelfComponent,,TriggeredArmorComponent,attachedOnly;invulnerableDamageType=Radiation;damageReduction=0,,,,,,,,,C,,,,,,,Common,,,Implemented,GOOD_TRAIT,ARMOR,2,,,Done,,,,,,,,
704,Retaliatory Mutation,Retaliate. Mut.,Boost,,,,,,,2,0,0,Boost,,,,<u>Trait</u>. Attach this card to yourself. Duration 2.,,,"When you take damage from an enemy controlled card, put a copy of that card in your hand. <u>Keep</u>.",,<tta> prepares to *retaliate*.,,,,,,DrawOnResolveComponent,,AttachToSelfComponent,,AttachedDrawOnDamagedComponent,attached;enemyControlledCard;copy;drawNumber=0,,,,,trait,,AA,,,,,,,Common,,,Implemented,GOOD_TRAIT,BOOST,2,,,Done,,,,,,,,
705,Radioactive Pulse,Rad. Pulse,Attack,Projectile,Radiation,5,,,,,,,,,,,"Affects all characters within 3 squares, including you. Discard a random card from each character's hand then create a random Handicap card and put it in their hand. <u>Free Action</u>.",,<aia> releases a *pulse of radiation*.,,,,,,,,,AffectAdjacentComponent,range=3;includeInstigator,DamageComponent,,DiscardRandomlyComponent,,DrawRandomComponent,cardType=Handicap,,,noActionPoint,,C,,,,,,,Common,Harmful,,Implemented,RAD_EXP,,2,,,Done,,,,,,,,
706,Gene Therapy,Gene Therapy,Assist,Projectile,Radiation,,,6,,,,,,,,,Discard each Handicap card attached to target then attach an equal number of random Boost cards. <u>Heal 3</u>.,,<aia> applies *genetic therapy* to <ata>.,,,,,,,,,TargetActorComponent,,ReplaceAttachmentsComponent,replaceCardType=Handicap;cardType=Boost;hideOnResolve,HealComponent,healAmount=3,,,,,,+,C,,,,,,,Uncommon,Helpful,,Implemented,RAY,,2,,"Divine Item,Divine Weapon",Done,,,,,,,,
707,Shotgun Slug,,Attack,Projectile,Piercing,8,,6,,,,,,,,,,There aren't many problems a shotgun can't solve and you ain't one of them.,<aia> blasts a *shotgun* slug at <ata>.,,,,,,,,,TargetedDamageComponent,,,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,SHOT,,2,,,Done,,,,,,,,
708,Shotgun Spray,,Attack,Projectile,Piercing,5,,6,,,,,,,,,<u>Cone</u>.,You should have got off of his lawn.,<aia> sprays *shotgun pellets*.,,,,,,,,,ConeComponent,,DamageComponent,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,SHOT,,2,,,Done,,,,,,,,
709,Genetic Boost,Gene. Boost,Assist,Projectile,Radiation,,,,,,,,,,,,Discard each Handicap card attached to an ally then attach an equal number of random Boost cards. All allies may act again this round.,,<aia> applies a *genetic boost* to allies.,,,,,,,,,AlliesComponent,,ReplaceAttachmentsComponent,replaceCardType=Handicap;cardType=Boost;hideOnResolve,SetActionPointsComponent,,,,,,,,B,,,,,,,Common,Helpful,,Implemented,RAY,,2,,,Done,,,,,,,,
710,Phase Shift,,Move,,,,,,6,,,,,,,,<u>Teleport</u>. Create a Rumbling Charge card and put it in your hand.,,<aia> *phases out*.,,,,,,,,,MoveComponent,teleport,SelfTargetComponent,,DrawTempComponent,cardName=Rumbling Charge,,,,,,,B,,,,,,,Common,PrefRange=6;RangeFalloff=20,,Implemented,TELEPORT,,2,,,Done,,,,,,,,
711,Rumbling Charge,,Move,,,,,,6,,,,,,,,"Move in a straight line. At the end of the move, do 2 Crushing Melee damage to each adjacent character for every square moved. <u>Unblockable</u>.",,<aia> *charges*.,,,,,,,,,MoveComponent,charge,MoveDamageComponent,damagePerUnit=2;adjacent,,,,,,,,,A,,,,,,,Common,,,Implemented,OGRE,,2,,,Done,,,,,,,,
712,Psychic Beam,,Attack,Projectile,Psychic,6,,6,,,,,,,,,<u>Linear</u>.,Every nightmare seemed to boil from our subconcious.,<aia> generates a *psychic beam*.,,,,,,,,,LinearComponent,,DamageComponent,,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,ZAP,,2,,,Done,,,,,,,,
713,Spawn Grub,,Assist,,,,,,,,,,,,,,"If you have an allied Writhing Grub group and there are fewer than 5 Writhing Grubs in that group, spawn a Writhing Grub in a random unoccupied adjacent square. <u>Free Action</u>.",,<aia> *spawns* a writhing grub.,,,,,,,,,SpawnComponent,groupName=Mutant Grubs,,,,,,,,,noActionPoint,,A,,,,,,,Common,FixedScore,,Implemented,SPAWN,,2,,,Done,,,,,,,,
714,Spawn Swarm,,Assist,,,,,,,,,,,,,,"If you have an allied Stinging Swarm group and there are fewer than 5 Stinging Swarms in that group, spawn a Stinging Swarm in a random unoccupied adjacent square. <u>Free Action</u>.",,<aia> *spawns* a stinging swarm.,,,,,,,,,SpawnComponent,groupName=Mutant Swarms,,,,,,,,,noActionPoint,,A,,,,,,,Common,FixedScore,,Implemented,SPAWN,,2,,,Done,,,,,,,,
715,Mass Invisibility,,Boost,,,,,,,2,,,,,,,<u>Trait</u>. Attach this card to yourself and a copy to every ally in your group. You may not be targeted. Duration 2.,,<aia> and their group turn *invisible*.,,,,,,,,,DrawOnResolveComponent,,AttachToGroupComponent,,InvisibleComponent,,,,,,trait,,AA,,,,,,,Rare,,,Implemented,GENERIC_MAGIC,,2,,,Done,,,,,,,,
716,Mutated Chitin,,Armor,,,,,,,,0,0,Armor,4,0,Armor,,,,This Armor grants <u>Immunity</u> to Poison and Radiation. <u>Keep</u>.,<tta> is protected by twisted *chitin* -,,,<u>Armor 1</u>. <u>Keep</u>.,<tta> is wearing *armor* -,,,TriggeredArmorComponent,"damageReduction=0;invulnerableDamageType=Poison,Radiation",TriggeredArmorComponent,damageReduction=1;altTrigger,,,,,,,unplayable,,B,,,,,,,Common,,,Implemented,ARMOR,ARMOR,2,,,Done,,,,,,,,
717,Leathery Hide,,Armor,,,,,,,,0,0,Armor,4,0,Armor,,,,This Armor grants <u>Immunity</u> to attacks that do not directly target you. <u>Keep</u>.,<tta> has a *leathery hide* -,,,<u>Armor 1</u>. <u>Keep</u>.,<tta> is wearing *armor* -,,,TriggeredArmorComponent,damageReduction=0;invulnerable;untargeted,TriggeredArmorComponent,damageReduction=1;altTrigger,,,,,,,unplayable,,A,,,,,,,Common,,,Implemented,ARMOR,ARMOR,2,,,Done,,,,,,,,
718,Toxic Pulse,,Attack,Projectile,Poison,2,,,,2,,,,,,,Affects all other characters within 3 squares. <u>Poison 3</u>. Duration 2.,"Reeking, stinking and deadly.",<aia> releases a *pulse of toxins*.,,,,,,,,,AffectAdjacentComponent,range=3,DamageComponent,,AttachToTargetComponent,,AttachedDamageComponent,damage=3;damageType=Poison;blockedByArmor=false,,,,,B,,,,,,,Common,Harmful,,Implemented,RAD_EXP,,2,,,Done,,,,,,,,
719,Bronzantium Plates,,Armor,,,,,,,,5,0,Armor,,,,,Bronzatium - the metal of the future!,,<u>Armor 5</u>. This Armor doesn't prevent Laser damage. <u>Keep</u>.,<tta> is clad in *bronzatium* -,,,,,,,TriggeredArmorComponent,damageReduction=5;excludeDamageTypes=Laser,,,,,,,,,unplayable,,B,,,,,,,Common,,,Implemented,ARMOR,,2,,,Done,,,,,,,,
720,Rotate Automatically,Auto Rotate,Move,,,,,,,,,,,,,,Turn clockwise. <u>Free Action</u>.,"When in doubt, rotate.",<aia> *rotates aimlessly*.,,,,,,,,,PivotComponent,clockwise,,,,,,,,,noActionPoint,,D,,,,,,,Common,FixedScore,,Implemented,SCAN,,2,,,Done,,,,,,,,
721,Random Laser Barrage,,Attack,Projectile,Laser,10,,8,,,,,,,,,<u>Cone</u>. You may not turn when playing this Attack.,"If all else fails, unleash a laser barrage.",<aia> unleashes a *random laser barrage*.,,,,,,,,,ConeComponent,dontPickFacing,DamageComponent,,,,,,,,,,A,,,,,,,Common,FixedScore,,Implemented,LASER,,2,,,Done,,,,,,,,
722,Mega Laser,,Attack,Magic,Laser,7,,6,,,,,,,,,<u>Minor Erratic Damage</u>.,"Not just a laser, a MEGA laser.",<aia> shoots a *mega laser* at <ata>.,,,,,,,,,TargetedDamageComponent,,OverloadComponent,overload=3,,,,,,,,+,A,,,,,,,Common,Harmful,,Implemented,LASER,,2,,Staff,Donie,,,,,,,,
723,Laser Bolt,,Attack,Magic,Laser,4,,6,,,,,,,,,<u>Minor Erratic Damage</u>.,Those Kobolds are in for a nasty surprise.,<aia> shoots a *laser bolt* at <ata>.,,,,,,,,,TargetedDamageComponent,,OverloadComponent,overload=3,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,LASER,,2,,Staff,Done,,,,,,,,
724,Scatter Laser,,Attack,Magic,Laser,3,,6,,,,,,,,,Choose up to 3 targets for this Attack.<br /><u>Minor Erratic Damage</u>.,"Pew, pew, pew!",<aia> *scatters* laser bolts.,,,,,,,,,TargetedDamageComponent,numberTargets=3;uniqueTargets=true,OverloadComponent,overload=3,,,,,,,,,AA,,,,,,,Rare,Harmful,,Implemented,LASER,,2,,Staff,Done,,,,,,,,
725,Laser Spray,,"Attack,Handicap",Magic,Laser,5,,,,,,,,,,,Affects every character you have line of sight to. <u>Mandatory Action</u>.,Watch where you're pointing that thing!,<aia> *sprays* laser bolts.,,,,,,,,,EveryActorComponent,hasLOS;excludeSelf,DamageComponent,,,,,,,,mandatoryAction;overload,,D,,,,,,,Uncommon,Harmful,,Implemented,LASER,,2,,Staff,Done,,,,,,,,
726,Pull the Trigger,Pull Trigger,Assist,,,,,,,,,,,,,,Create a random Magic Laser Attack and put it in your hand.,Let's see what this does...,<aia> *pulls the trigger*.,,,,,,,,,SelfTargetComponent,,DrawRandomComponent,cardType=Attack;attackType=Magic;damageType=Laser,,,,,,,,+,B,,,,,,,Uncommon,FixedScore,,Implemented,TRIGGER,,2,,Staff,Done,,,,,,,,
727,Spreading Laser,Laser Spread,Attack,Magic,Laser,3,,6,,,,,,,,,Target character and each adjacent character. <u>Minor Erratic Damage</u>.,,<aia> spreads *laser bolts* around <ata>.,,,,,,,,,TargetedDamageComponent,,AffectAdjacentTargetComponent,,OverloadComponent,overload=3,,,,,,-,B,,,,,,,Rare,Harmful,,Implemented,LASER,,2,,Staff,Done,,,,,,,,
728,Cooling Laser,,"Attack,Boost",Magic,Laser,7,,8,,,0,0,Boost,,,,<u>Minor Erratic Damage</u>.,,<aia> shoots a *cooling laser* at <ata>.,Add 2 damage to any Cold Attack you play. <u>Keep</u>.,,<tta> does extra *cold damage*!,,,,,,TargetedDamageComponent,,OverloadComponent,overload=3,DamageAddComponent,add=2;damageType=Cold,,,,,,+,AA,,,,,,,Rare,Harmful,,Implemented,LASER,,2,,Staff,,,,,,,,,
729,Laser Strike,,Attack,Melee,Laser,7,,1,,,,,,,,,<u>Major Erratic Damage</u>.,"Like a sword only 10,000 degrees hotter.",<aia> strikes <ata> with a *laser*.,,,,,,,,,TargetedDamageComponent,,OverloadComponent,overload=6,,,,,,,,,B,,,,,,,Common,Harmful,,Implemented,LASER_MELEE,,2,,"Weapon,Divine Weapon",Done,,,,,,,,
730,Laser Block,,Block,,,,,,,,2,8,Block,,,,,,,"<u>Block any</u>. If this blocks a Melee card, create a random Melee Laser Attack and put it in your hand. If this blocks a Magic or Projectile card, create a random Magic Laser Attack and put it in your hand.",<taa> tries to *block* the attack -,<tta> blocks and *retaliates*!,,,,,,BlockComponent,"randomDraw1FilterAttackTypes=Melee;randomDraw1DamageType=Laser;randomDraw1AttackType=Melee;randomDraw2FilterAttackTypes=Magic,Projectile;randomDraw2DamageType=Laser;randomDraw2AttackType=Magic",,,,,,,,,unplayable,+,AA,,,,,,,Rare,,,Implemented,BLOCK,,2,,"Weapon,Divine Weapon",Done,,,,,,,,
731,Flaring Laser,,Attack,Melee,Laser,3,,1,,,,,,,,,"If this Attack is blocked, do 6 Laser damage to the target.",,<aia> strikes <ata> with a *flaring laser*.,,,,,,,,,TargetedDamageComponent,,DamageWhenBlockedComponent,targetDamage=6;damageType=Laser,,,,,,,,+,C,,,,,,,Uncommon,Harmful,,Implemented,LASER,,2,,"Weapon,Divine Weapon",Done,,,,,,,,
732,Laser Cutdown,,Attack,Melee,Laser,2,,1,,,,,,,,,"If this Attack kills the target, return it to your hand.<br /><u>Major Erratic Damage</u>.",,<aia> *cuts down* <ata> with a laser.,,,,,,,,,TargetedDamageComponent,,OverloadComponent,overload=6,ReturnOnKillComponent,,,,,,,,C,,,,,,,Rare,Harmful,,Implemented,LASER_MELEE,,2,,"Weapon,Divine Weapon",Done,,,,,,,,
733,Push the Button,Push Button,Assist,,,,,,,,,,,,,,Create a random Melee Laser Attack and put it in your hand.,"In case of emergency, push big red button.",<aia> *pushes the button*.,,,,,,,,,SelfTargetComponent,,DrawRandomComponent,cardType=Attack;attackType=Melee;damageType=Laser,,,,,,,,+,B,,,,,,,Uncommon,FixedScore,,Implemented,TRIGGER,,2,,"Weapon,Divine Weapon",Done,,,,,,,,
